label-coarse,label-fine,text
0,7,b'What are values ?'
0,9,b'Why does a candle go out when we blow on it ?'
3,4,"b'Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?'"
0,0,"b""How can I look up someone 's E-mail address on the Internet ?"""
5,18,b'What two countries are linked by the Brenner Pass ?'
0,7,b'What is splatterpunk ?'
0,7,b'What are the Twin Cities ?'
0,12,"b""What is the origin of the word `` mind '' ?"""
4,27,b'How long does James Bond like his eggs boiled ?'
0,12,"b""What are the powers and weaknesses of Green Lantern 's ring ?"""
0,0,b'How do you match a name to a social security number ?'
5,14,b'Where is Guam ?'
0,0,b'How was the ACLU formed ?'
4,25,b'How much money can a person be fined for having a dog on a beach ?'
4,14,"b""What 's the score of a forfeited baseball game ?"""
3,5,b'What terrorist group was headed by Donald DeFreeze ?'
0,9,"b'Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?'"
0,0,"b""How do I know if I 'm jealous of someone ?"""
0,0,b'How were the days of the week named ?'
0,7,b'What is Nitrox diving ?'
4,13,b'How many counties are in Indiana ?'
5,14,"b""What is Bill Gross 's email address ?"""
5,14,b'Where is Logan Airport ?'
1,17,b'What do river otters eat ?'
4,27,b'How long is human gestation ?'
4,8,b'When is a woman most fertile ?'
1,17,"b""What 's the largest U.S. agricultural crop by weight ?"""
3,5,b'What college did Dikembe Mutombo play basketball for ?'
4,8,b'When did Gothic art and architecture flourish ?'
1,23,b'What is a fear of home surroundings ?'
4,8,"b""What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''"""
0,7,b'What is the meaning of Jesus ?'
1,14,b'What killed Bob Marley ?'
5,18,"b""Name the country of giants twelve times the size of man in `` Gulliver 's Travels . ''"""
1,29,b'What sport do the Cleaveland Cavaliers play ?'
3,5,b'Who is the leading competitor of Trans Union Company ?'
4,13,b'How many colors are there in the spectrum ?'
4,13,b'How many people live in the Falklands ?'
1,19,b'What color of Monopoly properties are landed on most often ?'
4,14,"b'What is the latitude and longitude of El Paso , Texas ?'"
3,4,b'What President dispatched a cruiser to carry Charles Lindbergh home after his epic flight ?'
3,4,"b'What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?'"
1,2,"b""What is Smokey The Bear 's middle name ?"""
2,3,b'What does the E stand for in the equation E=mc2 ?'
1,14,b'What did Vasco da Gama discover ?'
1,29,"b'What card game has variations called Canfield , Klondike and Spider ?'"
2,3,b'What does JESSICA mean ?'
1,29,"b'What baseball outcome required nine balls in 1879 , eight balls in 1880 and seven balls in 1881 ?'"
5,18,b'What country is bounded in part by the Indian Ocean and Coral and Tasman seas ?'
1,1,"b""What Peter Blatty novel recounts the horrors of Regan MacNeil 's possession by the devil ?"""
5,11,"b""What U.S. state 's biggest lake is Lake Sam Rayburn ?"""
3,5,b'What kind of business is 7-Eleven ?'
3,4,b'Who was chief engineer of the Starship Enterprise ?'
1,10,b'What was the name of the famous battle between Texas and Mexico ?'
0,7,"b'What is the meaning of caliente , in English , ?'"
4,8,b'When was the Brandenburg Gate in Berlin built ?'
0,7,b'What is the Bernoulli Principle ?'
1,10,b'What tragedy befell the city of Dogtown in 1899 ?'
4,25,b'How much did the Iran-Contra investigation cost ?'
1,1,b'What did Woody Allen call the Japanese gangster film he dubbed into English as a comedy ?'
4,14,"b""What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?"""
5,14,b'What is the brightest star visible from Earth ?'
4,8,b'When was child labor abolished ?'
4,40,b'How tall is the replica of the Matterhorn at Disneyland ?'
0,7,b'What is Greek pita ?'
0,12,b'What was the importance of Magellan ?'
5,18,b'What two Caribbean countries share the island of Hispaniola ?'
0,0,b'How did the bikini bathing suite get its name ?'
0,7,b'What does storm wave mean in Japanese ?'
1,15,b'What is the alphabet for Latin ?'
3,4,b'What golfer has been called Ohio Fats and Blobbo ?'
5,14,"b""What 's the name of the Wilkes plantation in Gone with the Wind ?"""
0,0,b'How do you buy stocks ?'
3,4,b'Who appointed the chair of the Federal Reserve ?'
1,28,b'What are the four elements ?'
0,0,b'How do you find out what is allowed to claim as a contibution for income tax purposes ?'
5,14,b'Where can I find a large list of 5 to 6 letter words ?'
3,5,"b""What fast-food magnate 's initials graced the left sleeve of the San Diego Padres ' baseball uniforms in 1984 ?"""
4,40,b'How far out is the universe ?'
3,4,b'What well-known actor is the father of star Alan Alda ?'
3,4,b'Who portrayed The Cowardly Lion in The Wizard of Oz ?'
0,0,b'How can I determine the radius of an ellipse ?'
1,10,"b""What war saw battles at Parrot 's Beak and Black Virgin ?"""
3,12,b'What information can you tell me about actor James Cromwell ?'
3,4,"b""Who markets Spaghetti-o 's ?"""
0,12,b'What was the effect of the Yalta Conference ?'
3,5,b'What ethnic group introduced the idea of potlatch ?'
3,4,b'Who was the actor who played Sam in the movie Casablanca ?'
1,10,b'What are the ages in comic book lingo ?'
3,4,b'Who was the first actress to appear on a postage stamp ?'
3,4,"b""Who makes the `` cross-your-heart bra '' ?"""
5,21,b'What city gained renown for its pea-soup fogs ?'
5,21,b'What U.S. city was named for St. Francis of Assisi ?'
1,37,"b'What is the main language of Sao Paulo , Brazil ?'"
4,8,b'What day was Pearl Harbor attacked in 1942 ?'
0,7,b'What is the meaning of the name Kathryn ?'
5,21,"b""What Russian seaport has a name meaning `` Lord of the East '' ?"""
4,35,b'How fast do cheetahs run ?'
3,4,b'Who owns the St. Louis Rams ?'
0,0,b'How do hermit crabs reproduce ?'
0,0,b'How is an executioner determined ?'
4,14,b'How often are quadruplets born ?'
5,14,b'What river does the Grand Coulee Dam dam ?'
4,13,b'How many inches tall is Stuart Little at birth ?'
5,14,b'What is the largest natural lake in Pennsylvania ?'
5,14,"b'What is the best place to live in the world , considering climate , civilization ?'"
0,0,b'How do boats float ?'
4,25,b'What will the increase be in the California gas tax by 2000 ?'
3,4,b'What two New York Yankee pitchers swapped wives and families ?'
4,14,b'What was the death toll at the eruption of Mount Pinatubo ?'
5,14,b'What continent pushes up the Executive Committee mountain range ?'
0,7,b'What does Melissa mean ?'
1,17,b'What non-alcoholic syrup is made from pomegranate juice ?'
1,15,"b""What letter does Gorbachev 's middle name start with ?"""
3,4,"b""What American poet wrote : `` Good fences make good neighbors '' ?"""
5,21,b'What North American city boasts the biggest Polish population ?'
0,7,b'What is meant by blood SED rate ?'
3,4,b'Who does the advertizing for Frito-Lay ?'
3,4,b'Who invented batteries ?'
3,4,"b""What actress 's autobiography is titled Shelley : Also Known as Shirley ?"""
3,12,b'Who is Charles Lindbergh ?'
5,21,b'What Colorado city owns its own glacier ?'
5,18,"b""What two countries fought the Hundred Years ' War ?"""
3,4,b'What relative of Leo Tolstoy translated War and Peace eight times ?'
1,20,b'What does El Nino mean in spanish ?'
0,9,b'Why are there letters on the telephone ? Why are there no Q or Z ?'
5,18,b'What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?'
5,11,b'What is the largest U.S. state east of the Mississippi ?'
4,8,b'When did French revolutionaries storm the Bastille ?'
5,14,b'Where are the busiest ports in the world ?'
1,14,b'What does a collier mine ?'
5,14,b'What arch can you see from the Place de la Concorde ?'
3,5,b'What is the best art and design school in the world ?'
0,0,b'How do you look up criminal records on the Internet ?'
5,18,"b""What country 's capital is Lagos ?"""
1,2,b'What kind of animal was Winnie the Pooh ?'
2,3,b'What does the abbreviation cwt. ?'
3,4,"b""Who was Ben Casey 's boss ?"""
1,2,b'What African animals are known as The Big Five ?'
5,14,b'Where can one find Mozambique ?'
0,7,b'What is viscosity ?'
5,21,b'What South Korean city is served by Kimpo International Airport ?'
5,11,b'What U.S. state is Fort Knox in ?'
4,40,b'How far is Yaroslavl from Moscow ?'
4,8,b'When did beethoven die ?'
4,13,b'How many liberty bells have there been ?'
5,14,b'What is the largest museum in the world ?'
5,21,b'What city would you be in if you were feeding the pigeons in the Piazza San Marco ?'
0,7,b'What is crabgrass ?'
0,0,b'How does crosstalk relate to InSb thickness in infrared detectors ?'
1,29,b'What bowl game began as an East-West contest between Michigan and Stanford in 192 ?'
3,4,b'What Civil War general wreaked havoc on the south by marching through Georgia on his way to the sea ?'
4,25,b'What was the first minimum wage ?'
1,30,b'What is state tree of Nebraska ?'
4,14,b'What is the chemical reactivity of argon ?'
3,4,b'What New York Yankee was known as The Iron Horse ?'
4,13,"b""How many feet long is a baseball pitcher 's rubber ?"""
1,14,b'What line divided the North and South in the U.S. Civil War ?'
0,7,b'What are Maid-Rites ?'
1,14,b'What was cash-conscious Colonel Edwin L. Drake the first to drill ?'
3,5,b'What culture developed the idea of potlatch ?'
1,2,"b'What creature is the absolute fastest in moving in the world , birds , mammals , etc. , ?'"
1,17,b'What do penguins eat ?'
4,39,b'What phone number can I call to have a tree planted ?'
1,31,b'What are the different approaches of systems analysis ?'
0,0,b'How can I get a comic character I made copyrighted and published ?'
0,7,"b'What are vermicilli , rigati , zitoni , and tubetti ?'"
4,38,"b""What ratio of children of ages between two and eleven watch ` The Simpsons ' ?"""
1,2,b'What is the full classification of a lady bug ?'
0,12,b'What happened to Answers.com ?'
3,4,b'Who was the Democratic nominee in the American presidential election ?'
5,14,b'What county is Chicago in ?'
0,12,"b""What is ` Last Chance for Animals ' ?"""
0,7,"b""What is the definition of the term `` weapons system '' ?"""
5,14,b'Where can I learn about Samuel Gompers ?'
3,4,b'What President had never held an elected office until he was elected to the White House ?'
4,13,b'How many names are there for Eskimo people ?'
5,21,b'What city was John F. Kennedy nominated for president in ?'
1,10,b'What war was fought by the Spanish as far as the Philippines ?'
4,8,b'When was the Big Thompson flood ?'
1,17,b'What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?'
0,7,b'What is real time processing ?'
4,8,b'What is the date of Bastille Day ?'
0,7,b'What does the name Melissa mean ?'
1,1,b'What J.R.R. Tolkien book features Gimli as a central character ?'
0,0,b'How do you get a girl to have sex with you ?'
3,4,b'Who portrayed Maggio in the film From Here to Eternity ?'
3,4,b'Who won the first World Series ?'
0,0,"b""How do I increase my biceps ' size ?"""
5,14,b'What planet did Percival Lovell discover ?'
1,1,"b""What is the name of the kids ' show from Canadian Public TV with the singing pineapple ?"""
5,18,b'What countries have the most auto thefts ?'
0,12,"b""Where does `` bovine '' come from ?"""
3,4,b'Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?'
5,11,b'What are all the southern states of the United States ?'
4,8,b'In what year did they build the Berlin Wall ?'
4,27,b'What was the average life expectancy during the Stone Age ?'
5,18,b'What nationality is Pope John Paul II ?'
1,19,b'What is your favorite color ?'
3,4,"b""Who was Lauren Bacall 's first husband ?"""
3,4,b'Who killed Lee Harvey Oswald ?'
4,13,b'How many queen bees reign in a hive ?'
5,14,"b""What 's the name of a hotel in Indianapolis ?"""
4,13,b'How many people visit the Pope each month ?'
3,4,b'Who portrayed Renaud in Casablanca ?'
4,8,"b""What 's the first day of the week ?"""
2,3,b'What is HDLC ?'
5,21,b'What is the city in which Maurizio Pellegrin lives called ?'
1,20,b'What was originally defined as one 1-millionth of the distance from the equator to the Pole ?'
3,4,b'What British commander surrendered to George Washington at Yorktown in 1781 ?'
0,12,b'What is the origin of head lice ?'
1,33,"b""What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?"""
3,4,b'Who was President of Afghanistan in 1994 ?'
0,7,"b""What does the term `` spaghetti western '' mean ?"""
0,0,b'How does color affect a person psychologically ?'
1,20,b'What term means a sexual attraction between a male and a female ?'
1,14,b'What was the name of the 1899 policy forced on China by which all nations had equal trading rights ?'
3,4,"b""Which Rockefeller was sometimes called `` JDR3 '' ?"""
3,5,b'What store does Martha Stewart advertise for ?'
5,14,b'Where are all European and American eels born ?'
1,2,b'What kind of animals were in the Paleozoic era ?'
0,12,b'What is he doing now ?'
5,14,"b'When Superman needs to get away from it all , where does he go ?'"
1,22,b'What carries sperm up into the pelvic region ?'
5,18,b'What country is the biggest producer of tungsten ?'
0,12,b'What was the outcome of the 1945 Yalta Conference ?'
5,14,b'What is the oldest building in the United States ?'
5,24,"b""What is New England 's highest mountain ?"""
1,28,"b""What organic fuel do bog-dwellers use a `` slane '' to cut ?"""
3,4,b'Whose kidnaping was termed The Crime of the Century ?'
0,7,b'What are boxcars ?'
0,0,b'How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?'
3,4,b'What Russian master spy lived in the U.S. under the name Emil Goldfus ?'
4,25,"b""What was Joe Namath 's first contract worth ?"""
0,7,b'What is federal income tax ?'
1,14,b'What weapon did the crossed slits in English castles accommodate ?'
5,18,b'What is the name of the country which Hitler ruled ?'
0,9,"b""Why do we call someone `` honey '' ?"""
0,7,"b""What does it mean `` Rupee Depreciates '' ?"""
0,0,b'How do I impress a guy ?'
1,14,b'What does a deltiologist collect ?'
1,29,b'What are some good exercises for kids to do ?'
4,25,"b'What is the mean income of the top 10% , top 5% , and top 1% ?'"
